sample_id,dataset,question,answer,ground_truth,label,category,difficulty,source,derived_from
medhallu_1020::hallucinated,medhallu,Do cpG site methylation in CRYAA promoter affect transcription factor Sp1 binding in human lens epithelial cells?,"The methylation of CpG sites in the CRYAA promoter increases the binding affinity of the transcription factor AP-1 rather than Sp1, leading to increased expression of CRYAA in human lens epithelial cells.","The evidence presented suggests that the methylation of the CpG sites of the CRYAA promotor directly affect Sp1 binding, leading to down expression of CRYAA in human lens epithelial cells. Zebularine treatment could restore CRYAA expression in a dose- dependent and time- dependent pattern.",1,Misinterpretation of #Question#,easy,,provided_hallucinated_answer
medhallu_1020::factual,medhallu,Do cpG site methylation in CRYAA promoter affect transcription factor Sp1 binding in human lens epithelial cells?,"The evidence presented suggests that the methylation of the CpG sites of the CRYAA promotor directly affect Sp1 binding, leading to down expression of CRYAA in human lens epithelial cells. Zebularine treatment could restore CRYAA expression in a dose- dependent and time- dependent pattern.","The evidence presented suggests that the methylation of the CpG sites of the CRYAA promotor directly affect Sp1 binding, leading to down expression of CRYAA in human lens epithelial cells. Zebularine treatment could restore CRYAA expression in a dose- dependent and time- dependent pattern.",0,Misinterpretation of #Question#,easy,,ground_truth_counterpart
medhallu_1021::hallucinated,medhallu,Does microRNA-34b mediate hippocampal astrocyte apoptosis in a rat model of recurrent seizures?,Recurrent seizures induce hippocampal astrocyte apoptosis primarily through the mediation of microRNA-34a rather than microRNA-34b.,Our findings prove microRNAs play a role in mediating recurrent convulsions-induced astrocyte death and further indicate that miR-34b-5p could acts as a regulator for astrocyte apoptosis induced by recurrent seizures.,1,Misinterpretation of #Question#,hard,,provided_hallucinated_answer
medhallu_1021::factual,medhallu,Does microRNA-34b mediate hippocampal astrocyte apoptosis in a rat model of recurrent seizures?,Our findings prove microRNAs play a role in mediating recurrent convulsions-induced astrocyte death and further indicate that miR-34b-5p could acts as a regulator for astrocyte apoptosis induced by recurrent seizures.,Our findings prove microRNAs play a role in mediating recurrent convulsions-induced astrocyte death and further indicate that miR-34b-5p could acts as a regulator for astrocyte apoptosis induced by recurrent seizures.,0,Misinterpretation of #Question#,hard,,ground_truth_counterpart
medhallu_1022::hallucinated,medhallu,Is the POR rs1057868-rs2868177 GC-GT diplotype associated with high tacrolimus concentrations in early post-renal transplant recipients?,"The POR rs1057868-rs2868177 GC-GT diplotype independently increases tacrolimus concentrations in early post-renal transplant recipients, irrespective of CYP3A5 status.",The CYP3A5*3 and POR rs1057868-rs2868177 GC-GT diplotype accounted for the inter-individual variation of tacrolimus C0D7/D. Genotyping of POR rs1057868-rs2868177 diplotypes would help to differentiate initial tacrolimus dose requirements and to achieve early target C0 ranges in Chinese renal transplant recipients.,1,Mechanism and Pathway Misattribution,hard,,provided_hallucinated_answer
medhallu_1022::factual,medhallu,Is the POR rs1057868-rs2868177 GC-GT diplotype associated with high tacrolimus concentrations in early post-renal transplant recipients?,The CYP3A5*3 and POR rs1057868-rs2868177 GC-GT diplotype accounted for the inter-individual variation of tacrolimus C0D7/D. Genotyping of POR rs1057868-rs2868177 diplotypes would help to differentiate initial tacrolimus dose requirements and to achieve early target C0 ranges in Chinese renal transplant recipients.,The CYP3A5*3 and POR rs1057868-rs2868177 GC-GT diplotype accounted for the inter-individual variation of tacrolimus C0D7/D. Genotyping of POR rs1057868-rs2868177 diplotypes would help to differentiate initial tacrolimus dose requirements and to achieve early target C0 ranges in Chinese renal transplant recipients.,0,Mechanism and Pathway Misattribution,hard,,ground_truth_counterpart
medhallu_1023::hallucinated,medhallu,Does sweroside ameliorate α-naphthylisothiocyanate-induced cholestatic liver injury in mice by regulating bile acids and suppressing pro-inflammatory responses?,"Sweroside ameliorates α-naphthylisothiocyanate (ANIT)-induced cholestatic liver injury in mice by enhancing bile acid excretion via the upregulation of bile salt export pump (BSEP) and multidrug resistance protein 2 (MRP2). This is coupled with a reduction in pro-inflammatory cytokines, such as TNF-α and IL-6, suggesting a dual mechanism involving bile acid regulation and anti-inflammatory actions.","Sweroside attenuates ANIT-induced cholestatic liver injury in mice by restoring bile acid synthesis and transport to their normal levels, as well as suppressing pro-inflammatory responses.",1,Misinterpretation of #Question#,hard,,provided_hallucinated_answer
medhallu_1023::factual,medhallu,Does sweroside ameliorate α-naphthylisothiocyanate-induced cholestatic liver injury in mice by regulating bile acids and suppressing pro-inflammatory responses?,"Sweroside attenuates ANIT-induced cholestatic liver injury in mice by restoring bile acid synthesis and transport to their normal levels, as well as suppressing pro-inflammatory responses.","Sweroside attenuates ANIT-induced cholestatic liver injury in mice by restoring bile acid synthesis and transport to their normal levels, as well as suppressing pro-inflammatory responses.",0,Misinterpretation of #Question#,hard,,ground_truth_counterpart
medhallu_1024::hallucinated,medhallu,"Is snack intake reduced using an implicit , high-level construal cue?","Snack intake is reduced when individuals are exposed to explicit, high-level construal cues, as these cues prompt higher-level thinking and self-regulation strategies. A study by Y et al. (2015) demonstrated that individuals who were primed with explicit high-level construal cues consumed fewer snacks compared to those in a low-level construal condition. Specifically, snack intake decreased by about 20% in the presence of such cues.",Priming high construal level thinking reduces consumption of high energy dense snacks in the presence of a visual cue-reminder. This may be a practical technique for reducing overeating and has the potential to be extended to other unhealthy behaviors. (PsycINFO Database Record,1,Misinterpretation of #Question#,easy,,provided_hallucinated_answer
medhallu_1024::factual,medhallu,"Is snack intake reduced using an implicit , high-level construal cue?",Priming high construal level thinking reduces consumption of high energy dense snacks in the presence of a visual cue-reminder. This may be a practical technique for reducing overeating and has the potential to be extended to other unhealthy behaviors. (PsycINFO Database Record,Priming high construal level thinking reduces consumption of high energy dense snacks in the presence of a visual cue-reminder. This may be a practical technique for reducing overeating and has the potential to be extended to other unhealthy behaviors. (PsycINFO Database Record,0,Misinterpretation of #Question#,easy,,ground_truth_counterpart
medhallu_1025::hallucinated,medhallu,Is pTEN loss associated with a poor response to trastuzumab in HER2-overexpressing gastroesophageal adenocarcinoma?,PTEN loss is commonly observed in HER2-overexpressing tumors and is associated with enhanced response to trastuzumab-based therapy in patients with gastroesophageal adenocarcinoma (GEA).,"PTEN loss was frequently found in HER2-overexpressing tumors, and was associated with a poor response to trastuzumab-based therapy in patients with GEA.",1,Misinterpretation of #Question#,easy,,provided_hallucinated_answer
